"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8060","Login","firefox","Thu Nov 07 09:45:09 IST 2024","passed","Thu Nov 07 09:45:17 IST 2024","","login.spec.js","",""
